name,gpu_chip,released,bus,memory,gpu_clock,memory_clock,shaders/TMUs/ROPs,TDP
Core i5-3570T,Ivy Bridge,4,2.3 to 3.3 GHz,Socket 1155,22 nm,6MB,45 W,45
Core i5-4670T,Haswell,4,2.3 to 3.3 GHz,Socket 1150,22 nm,6MB,45 W,45
Core i5-6350HQ,Skylake-H,4,2.3 to 3.2 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-7300HQ,Kaby Lake-H,4,2.5 to 3.5 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-7440HQ,Kaby Lake-H,4,2.8 to 3.8 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i5-8300H,Coffee Lake-H,4  / 8,2.3 to 3.9 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i5-8400H,Coffee Lake-H,4  / 8,2.5 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10750H,Comet Lake-H,6  / 12,2.6 to 5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10850H,Comet Lake-H,6  / 12,2.7 to 5.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-10870H,Comet Lake-H,8  / 16,2.2 to 5 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i7-10875H,Comet Lake-H,8  / 16,2.3 to 5.1 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i7-12650H,Alder Lake-H,10  / 16,2.3 to 4.7 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-12700H,Alder Lake-H,14  / 20,2.3 to 4.7 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-12800H,Alder Lake-H,14  / 20,2.4 to 4.8 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-12800HE,Alder Lake-H,14  / 20,2.4 to 4.6 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-13620H,Raptor Lake-H,10  / 16,2.4 to 4.9 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-13700H,Raptor Lake-H,14  / 20,2.4 to 5 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-13705H,Raptor Lake-H,14  / 20,2.4 to 5 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-13800H,Raptor Lake-H,14  / 20,2.5 to 5.2 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i7-3610QE,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3610QM,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3615QE,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,BGA 1023,22 nm,6MB,45 W,45
Core i7-3615QM,Ivy Bridge,4  / 8,2.3 to 3.3 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3630QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3635QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3720QM,Ivy Bridge,4  / 8,2.6 to 3.6 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3720QM,Ivy Bridge,4  / 8,2.6 to 3.6 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22 nm,6MB,45 W,45
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA 1224,22 nm,6MB,45 W,45
Core i7-3770T,Ivy Bridge,4  / 8,2.5 to 3.7 GHz,Socket 1155,22 nm,8MB,45 W,45
Core i7-3820QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA 1224,22 nm,8MB,45 W,45
Core i7-3820QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22 nm,8MB,45 W,45
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,Socket G2 (988B),22 nm,8MB,45 W,45
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,BGA 1224,22 nm,8MB,45 W,45
Core i7-4770T,Haswell,4  / 8,2.5 to 3.7 GHz,Socket 1150,22 nm,8MB,45 W,45
Core i7-4770TE,Haswell,4  / 8,2.3 to 3.3 GHz,Socket 1150,22 nm,8MB,45 W,45
Core i7-7700HQ,Kaby Lake-H,4  / 8,2.8 to 3.8 GHz,BGA 1440,14 nm,6MB,45 W,45
Core i7-7820HK,Kaby Lake-H,4  / 8,2.9 to 3.9 GHz,BGA 1440,14 nm,8MB,45 W,45
Core i7-7820HQ,Kaby Lake-H,4  / 8,2.9 to 3.9 GHz,BGA 1440,14 nm,8MB,45 W,45
Core i7-7920HQ,Kaby Lake-H,4  / 8,3.1 to 4.1 GHz,BGA 1440,14 nm,8MB,45 W,45
Core i7-8750H,Coffee Lake-H,6  / 12,2.2 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-8850H,Coffee Lake-H,6  / 12,2.7 to 4.3 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9750H,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9750HF,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9850H,Coffee Lake-HR,6  / 12,2.6 to 4.6 GHz,BGA 1440,14 nm,12MB,45 W,45
Core i7-9850HE,Coffee Lake-HR,6  / 12,2.7 to 4.4 GHz,BGA 1440,14 nm,9MB,45 W,45
Core i9-10885H,Comet Lake-H,8  / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i9-10980HK,Comet Lake-H,8  / 16,2.4 to 5.3 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i9-11980HK,Tiger Lake-H,8  / 16,2.6 to 5 GHz,BGA 1787,10 nm,24MB,45 W,45
Core i9-12900H,Alder Lake-H,14  / 20,2.5 to 5 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i9-12900HK,Alder Lake-H,14  / 20,2.5 to 5 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i9-13900H,Raptor Lake-H,14  / 20,2.6 to 5.4 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i9-13900HK,Raptor Lake-H,14  / 20,2.6 to 5.4 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i9-13905H,Raptor Lake-H,14  / 20,2.6 to 5.4 GHz,BGA 1744,10 nm,24MB,45 W,45
Core i9-9880H,Coffee Lake-HR,8  / 16,2.3 to 4.8 GHz,BGA 1440,14 nm,16MB,45 W,45
Core i9-9980HK,Coffee Lake-HR,8  / 16,2.4 to 5 GHz,BGA 1440,14 nm,16MB,45 W,45
Xeon D-1520,Broadwell,4  / 8,2.2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1521,Broadwell,4  / 8,2.4 to 2.7 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1540,Broadwell,8  / 16,2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1541,Broadwell,8  / 16,2.1 to 2.7 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1548,Broadwell,8  / 16,2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1557,Broadwell,12  / 24,1.5 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1571,Broadwell,16  / 32,1.3 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon D-1577,Broadwell,16  / 32,1.3 to 2.1 GHz,BGA 1667,14 nm,1.5MB,45 W,45
Xeon E3-1260L v5,Skylake-DT,4  / 8,2.9 to 3.9 GHz,Socket 1151,14 nm,8MB,45 W,45
Xeon E3-1265L v2,Ivy Bridge,4  / 8,2.5 to 3.5 GHz,Socket 1155,22 nm,8MB,45 W,45
Xeon E3-1265L v3,Haswell-WS,4  / 8,2.5 to 3.7 GHz,Socket 1150,22 nm,8MB,45 W,45
Xeon E3-1270L v4,Broadwell-DT,4  / 8,3 to 3.6 GHz,Socket 1150,14 nm,6MB,45 W,45
Celeron G6900,Alder Lake-S,2,3.4 GHz,Socket 1700,10 nm,4MB,46 W,46
Celeron G6900E,Alder Lake-S,2,3 GHz,Socket 1700,10 nm,4MB,46 W,46
Pentium Gold G7400,Alder Lake-S,2  / 4,3.7 GHz,Socket 1700,10 nm,6MB,46 W,46
Pentium Gold G7400E,Alder Lake-S,2  / 4,3.6 GHz,Socket 1700,10 nm,6MB,46 W,46
Athlon 850,Thunderbird,1,850 MHz,Socket A,180 nm,N/A,47 W,47
Core i5-5350H,Broadwell-H,2  / 4,3.1 to 3.5 GHz,BGA 1364,14 nm,4MB,47 W,47
Core i7-4700EQ,Haswell,4  / 8,2.4 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4700HQ,Crystalwell,4  / 8,2.4 to 3.4 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4700MQ,Haswell,4  / 8,2.4 to 3.4 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4710HQ,Crystalwell,4  / 8,2.5 to 3.5 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4710MQ,Haswell,4  / 8,2.5 to 3.5 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4750HQ,Crystalwell,4  / 8,2 to 3.2 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4760HQ,Crystalwell,4  / 8,2.1 to 3.3 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4770HQ,Crystalwell,4  / 8,2.2 to 3.4 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4800MQ,Haswell,4  / 8,2.7 to 3.7 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4810MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22 nm,6MB,47 W,47
Core i7-4850EQ,Crystalwell,4  / 8,1.6 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4850HQ,Crystalwell,4  / 8,2.3 to 3.5 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4860EQ,Crystalwell,4  / 8,1.8 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4860HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4870HQ,Crystalwell,4  / 8,2.5 to 3.7 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4900MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4910MQ,Haswell,4  / 8,2.9 to 3.9 GHz,Socket G3,22 nm,8MB,47 W,47
Core i7-4950HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-4960HQ,Crystalwell,4  / 8,2.6 to 3.8 GHz,BGA 1364,22 nm,8MB,47 W,47
Core i7-4980HQ,Crystalwell,4  / 8,2.8 to 4 GHz,BGA 1364,22 nm,6MB,47 W,47
Core i7-5700HQ,Broadwell-H,4  / 8,2.7 to 3.5 GHz,BGA 1364,14 nm,6MB,47 W,47
Core i7-5750HQ,Broadwell-H,4  / 8,2.5 to 3.4 GHz,BGA 1364,14 nm,6MB,47 W,47
Core i7-5850HQ,Broadwell-H,4  / 8,2.7 to 3.6 GHz,BGA 1364,14 nm,6MB,47 W,47
Core i7-5950HQ,Broadwell-H,4  / 8,2.9 to 3.8 GHz,BGA 1364,14 nm,6MB,47 W,47
Pentium II Xeon 450 2MB,Drake,1,450 MHz,Slot 2,unknown,N/A,47 W,47
Xeon E3-1258L v4,Broadwell-DT,4  / 8,1.8 to 3.2 GHz,BGA 1364,14 nm,6MB,47 W,47
Xeon E3-1278L v4,Broadwell-DT,4  / 8,2 to 3.3 GHz,BGA 1364,14 nm,6MB,47 W,47
Xeon E3-1283L v4,Broadwell-DT,4  / 8,2.9 to 3.8 GHz,Socket 1150,14 nm,6MB,47 W,47
Xeon E3-1284L v4,Broadwell-DT,4  / 8,2.9 to 3.8 GHz,Socket 1150,14 nm,6MB,47 W,47
Athlon XP 1600+,Thoroughbred,1,1400 MHz,Socket A,130 nm,N/A,49 W,49
Athlon 900,Thunderbird,1,900 MHz,Socket A,180 nm,N/A,50 W,50
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,N/A,50 W,50
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,N/A,50 W,50
Xeon E5-2418L,Sandy Bridge-EN,4  / 8,2 to 2.1 GHz,Socket 1356,32 nm,10MB,50 W,50
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,N/A,51 W,51
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,N/A,51 W,51
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,N/A,51 W,51
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,N/A,51 W,51
Celeron G3900,Skylake,2,2.8 GHz,Socket 1151,14 nm,4MB,51 W,51
Celeron G3920,Skylake,2,2.9 GHz,Socket 1151,14 nm,4MB,51 W,51
Celeron G3930,Kaby Lake,2,2.9 GHz,Socket 1151,14 nm,2MB,51 W,51
Celeron G3950,Kaby Lake,2,3 GHz,Socket 1151,14 nm,2MB,51 W,51
Core i3-6100,Skylake,2  / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-6300,Skylake,2  / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-6320,Skylake,2  / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7100,Kaby Lake,2  / 4,3.9 GHz,Socket 1151,14 nm,3MB,51 W,51
Core i3-7120,Kaby Lake,2  / 4,4 GHz,Socket 1151,14 nm,3MB,51 W,51
Core i3-7300,Kaby Lake,2  / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7320,Kaby Lake,2  / 4,4.1 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-7340,Kaby Lake,2  / 4,4.2 GHz,Socket 1151,14 nm,4MB,51 W,51
Core i3-8020,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,6MB,51 W,51
Pentium G4400,Skylake,2,3.3 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4500,Skylake,2,3.5 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4520,Skylake,2,3.6 GHz,Socket 1151,14 nm,4MB,51 W,51
Pentium G4560,Kaby Lake,2  / 4,3.5 GHz,Socket 1151,14 nm,3MB,51 W,51
Pentium G4600,Kaby Lake,2  / 4,3.6 GHz,Socket 1151,14 nm,3MB,51 W,51
Pentium G4620,Kaby Lake,2  / 4,3.7 GHz,Socket 1151,14 nm,3MB,51 W,51
Athlon 950,Thunderbird,1,950 MHz,Socket A,180 nm,N/A,52 W,52
Pentium 4 1.3,Willamette,1,1300 MHz,Socket 478,180 nm,N/A,52 W,52
Xeon E5-2608L v3,Haswell-EP,6,2000 MHz,Socket 2011-3,22 nm,15MB,52 W,52
Athlon XP 1900+,Thoroughbred,1,1600 MHz,Socket A,130 nm,N/A,53 W,53
Athlon 1000,Thunderbird B,1,1000 MHz,Socket A,180 nm,N/A,54 W,54
Athlon 1000,Thunderbird C,1,1000 MHz,Socket A,180 nm,N/A,54 W,54
Ryzen 5 4600H,Renoir,6  / 12,3 to 4 GHz,Socket FP6,7 nm,11MB,54 W,54
Ryzen 7 4800H,Renoir,8  / 16,2.9 to 4.2 GHz,Socket FP6,7 nm,12MB,54 W,54
Ryzen 9 4900H,Renoir,8  / 16,3.3 to 4.4 GHz,Socket FP6,7 nm,12MB,54 W,54
Celeron G1820,Haswell,2,2.7 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1820T,Haswell,2,2.4 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1820TE,Haswell,2,2.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1830,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1840,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1840T,Haswell,2,2.5 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G1850,Haswell,2,2.9 GHz,Socket 1150,22 nm,3MB,54 W,54
Celeron G4900,Coffee Lake,2,3.1 GHz,Socket 1151,14 nm,2MB,54 W,54
Celeron G4920,Coffee Lake,2,3.2 GHz,Socket 1151,14 nm,6MB,54 W,54
Core i3-4130,Haswell,2  / 4,3.4 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4150,Haswell,2  / 4,3.5 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4160,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,3MB,54 W,54
Core i3-4330,Haswell,2  / 4,3.5 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4340,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4350,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4360,Haswell,2  / 4,3.7 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,54
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,54
Pentium G3220,Haswell,2,3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3250,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3258,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3420,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3430,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3440,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3450,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium G3460,Haswell,2,3.5 GHz,Socket 1150,22 nm,3MB,54 W,54
Pentium Gold G5500,Coffee Lake,2  / 4,3.8 GHz,Socket 1151,14 nm,4MB,54 W,54
Pentium Gold G5600,Coffee Lake,2  / 4,3.9 GHz,Socket 1151,14 nm,4MB,54 W,54
Pentium Gold G5620,Coffee Lake,2  / 4,4 GHz,Socket 1151,14 nm,4MB,54 W,54
Athlon XP 2500+ DTR,Barton,1,1833 MHz,Socket A,130 nm,N/A,55 W,55
Athlon XP 2600+ DTR,Barton,1,1917 MHz,Socket A,130 nm,N/A,55 W,55
Athlon XP 2800+ DTR,Barton,1,2.083 GHz,Socket A,130 nm,N/A,55 W,55
Athlon XP-M 2800+,Barton,1,2.133 GHz,Socket A,130 nm,N/A,55 W,55
EPYC Embedded 3251,Zen,8  / 16,2.5 to 3.1 GHz,BGA SP4r2,14 nm,16MB,55 W,55
EPYC Embedded 3255,Zen,8  / 16,2.5 to 3.1 GHz,BGA SP4r2,14 nm,16MB,55 W,55
Opteron 146 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 148 HE,Venus,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 246 HE,Troy,1,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron 246 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 248 HE,Troy,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 250 HE,Troy,1,2.4 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 846 HE,Athens,1,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron 846 HE,SledgeHammer,1,2000 MHz,Socket 940,130 nm,N/A,55 W,55
Opteron 848 HE,Athens,1,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron 850 HE,Athens,1,2.4 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 260 HE,Italy,2,1600 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 265 HE,Italy,2,1800 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 270 HE,Italy,2,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 275 HE,Italy,2,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 860 HE,Egypt,2,1600 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 865 HE,Egypt,2,1800 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 870 HE,Egypt,2,2000 MHz,Socket 940,90 nm,N/A,55 W,55
Opteron X2 875 HE,Egypt,2,2.2 GHz,Socket 940,90 nm,N/A,55 W,55
Ryzen 7 7745HX,Dragon Range,8  / 16,3.6 to 5.1 GHz,Socket FL1,5 nm,32MB,55 W,55
Ryzen 9 7845HX,Dragon Range,12  / 24,3 to 5.2 GHz,Socket FL1,5 nm,64MB,55 W,55
Ryzen 9 7945HX,Dragon Range,16  / 32,2.5 to 5.4 GHz,Socket FL1,5 nm,64MB,55 W,55
Celeron G1610,Ivy Bridge,2,2.6 GHz,Socket 1155,22 nm,2MB,55 W,55
Celeron G1620,Ivy Bridge,2,2.7 GHz,Socket 1155,22 nm,2MB,55 W,55
Celeron G1630,Ivy Bridge,2,2.8 GHz,Socket 1155,22 nm,2MB,55 W,55
Core i3-3210,Ivy Bridge,2  / 4,3.2 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3220,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3225,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i3-3240,Ivy Bridge,2  / 4,3.4 GHz,Socket 1155,22 nm,3MB,55 W,55
Core i5-12450HX,Alder Lake-HX,8  / 12,2.4 to 4.4 GHz,BGA 1964,10 nm,12MB,55 W,55
Core i5-12600HX,Alder Lake-HX,12  / 16,2.5 to 4.6 GHz,BGA 1964,10 nm,18MB,55 W,55
Core i5-13450HX,Raptor Lake-HX,10  / 16,2.4 to 4.6 GHz,BGA 1964,10 nm,20MB,55 W,55
Core i5-13500HX,Raptor Lake-HX,14  / 20,2.5 to 4.7 GHz,BGA 1964,10 nm,24MB,55 W,55
Core i5-13600HX,Raptor Lake-HX,14  / 20,2.6 to 4.8 GHz,BGA 1964,10 nm,24MB,55 W,55
Core i7-12650HX,Alder Lake-HX,14  / 20,2 to 4.7 GHz,BGA 1964,10 nm,24MB,55 W,55
Core i7-12800HX,Alder Lake-HX,16  / 24,2 to 4.8 GHz,BGA 1964,10 nm,25MB,55 W,55
Core i7-12850HX,Alder Lake-HX,16  / 24,2.1 to 4.8 GHz,BGA 1964,10 nm,25MB,55 W,55
Core i7-13650HX,Raptor Lake-HX,14  / 20,2.6 to 4.9 GHz,BGA 1964,10 nm,24MB,55 W,55
Core i7-13700HX,Raptor Lake-HX,16  / 24,2.1 to 5 GHz,BGA 1964,10 nm,30MB,55 W,55
Core i7-13850HX,Raptor Lake-HX,20  / 28,2.1 to 5.3 GHz,BGA 1964,10 nm,30MB,55 W,55
Core i7-2920XM,Sandy Bridge,4  / 8,2.5 to 3.5 GHz,Socket G2 (988B),32 nm,8MB,55 W,55
Core i7-2960XM,Sandy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),32 nm,8MB,55 W,55
Core i7-3920XM,Ivy Bridge,4  / 8,2.9 to 3.8 GHz,Socket G2 (988B),22 nm,8MB,55 W,55
Core i7-3940XM,Ivy Bridge,4  / 8,3 to 3.9 GHz,Socket G2 (988B),22 nm,8MB,55 W,55
Core i7-920XM,Clarksfield,4  / 8,2 to 3.2 GHz,Socket G1,45 nm,8MB,55 W,55
Core i7-940XM,Clarksfield,4  / 8,2.133 to 3.333 GHz,Socket G1,45 nm,8MB,55 W,55
Core i9-12900HX,Alder Lake-HX,16  / 24,2.3 to 5 GHz,BGA 1964,10 nm,30MB,55 W,55
Core i9-12950HX,Alder Lake-HX,16  / 24,2.3 to 5 GHz,BGA 1964,10 nm,30MB,55 W,55
Core i9-13900HX,Raptor Lake-HX,24  / 32,2.2 to 5.4 GHz,BGA 1964,10 nm,36MB,55 W,55
Core i9-13950HX,Raptor Lake-HX,24  / 32,2.2 to 5.5 GHz,BGA 1964,10 nm,36MB,55 W,55
Core i9-13980HX,Raptor Lake-HX,24  / 32,2.2 to 5.6 GHz,BGA 1964,10 nm,36MB,55 W,55
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 423,180 nm,N/A,55 W,55
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 478,180 nm,N/A,55 W,55
Pentium G2010,Ivy Bridge,2,2.8 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2020,Ivy Bridge,2,2.9 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2120,Ivy Bridge,2,3.1 GHz,Socket 1155,22 nm,3MB,55 W,55
Pentium G2130,Ivy Bridge,2,3.2 GHz,Socket 1155,22 nm,3MB,55 W,55
Xeon E5-2630L v3,Haswell-EP,8  / 16,1.8 to 2.9 GHz,Socket 2011-3,22 nm,20MB,55 W,55
Core i7-4930MX,Haswell,4  / 8,3 to 3.9 GHz,Socket G3,22 nm,8MB,57 W,57
Core i7-4940MX,Haswell,4  / 8,3.1 to 4 GHz,Socket G3,22 nm,8MB,57 W,57
Celeron G5900,Comet Lake,2,3.4 GHz,Socket 1200,14 nm,2MB,58 W,58
Celeron G5920,Comet Lake,2,3.5 GHz,Socket 1200,14 nm,2MB,58 W,58
Core i3-12100F,Alder Lake-S,4  / 8,3.3 to 4.3 GHz,Socket 1700,10 nm,12MB,58 W,58
Core i3-13100F,Raptor Lake-S,4  / 8,3.4 to 4.5 GHz,Socket 1700,10 nm,12MB,58 W,58
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 478,180 nm,N/A,58 W,58
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 423,180 nm,N/A,58 W,58
Pentium Gold G5400,Coffee Lake,2  / 4,3.7 GHz,Socket 1151,14 nm,4MB,58 W,58
Pentium Gold G6400,Comet Lake,2  / 4,4 GHz,Socket 1200,14 nm,4MB,58 W,58
Pentium Gold G6500,Comet Lake,2  / 4,4.1 GHz,Socket 1200,14 nm,4MB,58 W,58
Pentium Gold G6600,Comet Lake,2  / 4,4.2 GHz,Socket 1200,14 nm,4MB,58 W,58
Athlon 64 3200+,Venice,1,2.2 GHz,Socket 754,90 nm,N/A,59 W,59
Athlon 64 3500+ (F3),Orleans,1,2.2 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 64 3800+ (F3),Orleans,1,2.4 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 64 4000+ (F3),Orleans,1,2.6 GHz,Socket AM2,90 nm,N/A,59 W,59
Athlon 1100,Thunderbird B,1,1100 MHz,Socket A,180 nm,N/A,60 W,60
Athlon XP 1500+,Palomino,1,1333 MHz,Socket A,180 nm,N/A,60 W,60
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,N/A,60 W,60
Core i3-12100,Alder Lake-S,4  / 8,3.3 to 4.3 GHz,Socket 1700,10 nm,12MB,60 W,60
